"iri","val"
"http://purl.obolibrary.org/obo/PATO_0000133","agro"
"http://purl.obolibrary.org/obo/PATO_0000133","flopo"
"http://purl.obolibrary.org/obo/PATO_0000133","fypo"
"http://purl.obolibrary.org/obo/PATO_0000133","mp"
"http://purl.obolibrary.org/obo/PATO_0000133","ms"
"http://purl.obolibrary.org/obo/PATO_0000133","oba"
"http://purl.obolibrary.org/obo/PATO_0000133","to"
"http://purl.obolibrary.org/obo/PATO_0000133","uo"
"http://purl.obolibrary.org/obo/PATO_0000133","upheno"
"http://purl.obolibrary.org/obo/PATO_0000133","wbphenotype"
"http://purl.obolibrary.org/obo/PATO_0000133","zp"
"http://purl.obolibrary.org/obo/PATO_0000134","flopo"
"http://purl.obolibrary.org/obo/PATO_0000135","flopo"
"http://purl.obolibrary.org/obo/PATO_0000136","flopo"
"http://purl.obolibrary.org/obo/PATO_0000136","oba"
"http://purl.obolibrary.org/obo/PATO_0000136","upheno"
"http://purl.obolibrary.org/obo/PATO_0000136","zp"
"http://purl.obolibrary.org/obo/PATO_0000137","flopo"
"http://purl.obolibrary.org/obo/PATO_0000138","flopo"
"http://purl.obolibrary.org/obo/PATO_0000139","flopo"
"http://purl.obolibrary.org/obo/PATO_0000140","flopo"
"http://purl.obolibrary.org/obo/PATO_0000140","fypo"
"http://purl.obolibrary.org/obo/PATO_0000140","hp"
"http://purl.obolibrary.org/obo/PATO_0000140","micro"
"http://purl.obolibrary.org/obo/PATO_0000140","mp"
"http://purl.obolibrary.org/obo/PATO_0000140","oba"
"http://purl.obolibrary.org/obo/PATO_0000140","obib"
"http://purl.obolibrary.org/obo/PATO_0000140","ontoneo"
"http://purl.obolibrary.org/obo/PATO_0000140","to"
"http://purl.obolibrary.org/obo/PATO_0000140","upheno"
"http://purl.obolibrary.org/obo/PATO_0000140","wbphenotype"
"http://purl.obolibrary.org/obo/PATO_0000140","zp"
"http://purl.obolibrary.org/obo/PATO_0000141","agro"
"http://purl.obolibrary.org/obo/PATO_0000141","ecocore"
"http://purl.obolibrary.org/obo/PATO_0000141","envo"
"http://purl.obolibrary.org/obo/PATO_0000141","flopo"
"http://purl.obolibrary.org/obo/PATO_0000141","fypo"
"http://purl.obolibrary.org/obo/PATO_0000141","gaz"
"http://purl.obolibrary.org/obo/PATO_0000141","hp"
"http://purl.obolibrary.org/obo/PATO_0000141","micro"
"http://purl.obolibrary.org/obo/PATO_0000141","mondo"
"http://purl.obolibrary.org/obo/PATO_0000141","mp"
"http://purl.obolibrary.org/obo/PATO_0000141","oba"
